,Price,Locate,Address,Beds,,,,,,
2654,R12 500,Gardens,1 Solan Street,1,,,,,,
2658,R12 500,Gardens,1 Solan Street,1,,,,,,
2662,R12 500,Tamboerskloof,,2,,,,,,
2771,R12 500,Sea Point,,2,,,,,,
2801,R12 500,Kenilworth Upper,,2,,,,,,
2817,R12 500,Observatory,232 Main Road,1,,,,,,
2876,R12 500,Plumstead,,2,,,,,,
3000,R12 500,Green Point,,1,,,,,,
3009,R12 500,Mouille Point,,1,,,,,,
3014,R12 500,Green Point,,1,,,,,,
3036,R12 500,Green Point,,1,,,,,,
3037,R12 500,Vredehoek,,2,,,,,,
3052,R12 500,Gardens,,2,,,,,,
3100,R12 500,Woodstock,,2,,,,,,
3105,R12 500,Constantia,"1b Broadacres, Colyn Road",1,,,,,,
3142,R12 500,Green Point,,0.5,,,,,,
3150,R12 500,Sea Point,,1,,,,,,
3167,R12 500,Sea Point,,1,,,,,,
3225,R12 500,Waterfront,2 Dockrail,1,,,,,,
3237,R12 500,Green Point,,1,,,,,,
3369,R12 500,Sea Point,,2,,,,,,
3386,R12 500,Green Point,,2,,,,,,
3523,R12 500,Cape Town City Centre,57 Heerengracht Street,1,,,,,,
3597,R12 500,Oranjezicht,,2,,,,,,
3686,R12 500,Camps Bay,125 Victoria Rd,1,,,,,,
3776,R12 500,Sea Point,,1,,,,,,
3820,R12 500,Claremont Upper,1 Phyllis Road,1,,,,,,
3891,R12 500,Tokai,380 Main Road,2,,,,,,
4017,R12 500,Kenilworth,,3,,,,,,
4043,R12 500,Zonnebloem,,2,,,,,,
4255,R12 500,Observatory,3a Howe Street,2,,,,,,
4300,R12 500,Diep River,167 Main Road,2,,,,,,
4420,R12 500,Mowbray,,2,,,,,,
4445,R12 500,Three Anchor Bay,,1,,,,,,
4456,R12 500,Cape Town City Centre,,1,,,,,,
4536,R12 500,Plumstead,4 Birmingham Road,2,,,,,,
4727,R12 500,Cape Town City Centre,,2,,,,,,
4797,R12 500,Cape Town City Centre,,1,,,,,,
4821,R12 500,Sea Point,,1,,,,,,
4878,R12 500,Mouille Point,,1,,,,,,
827,R12 600,Observatory,,3,,,,,,
3989,R12 600,Woodstock,187 Sir Lowry Road,2,,,,,,
1215,R12 700,Woodstock,187 Sir Lowry Road,2,,,,,,
2586,R12 750,De Waterkant,,2,,,,,,
3931,R12 750,Three Anchor Bay,,2,,,,,,
3937,R12 750,Three Anchor Bay,,2,,,,,,
4807,R12 750,Camps Bay,,2,,,,,,
4825,R12 750,Camps Bay,,2,,,,,,
507,R12 800,Sea Point,2 Clarens Road,2,,,,,,
4509,R12 800,Constantia,,1,,,,,,
4715,R12 800,Constantia,,1,,,,,,
305,R12 880,Observatory,202 Lower Main Rd,2,,,,,,
393,R12 900,Sea Point,"Westminster Court, 16 Wisbeach Road",2,,,,,,
2555,R12 900,Sea Point,,3,,,,,,
3279,R12 900,De Waterkant,,1,,,,,,
460,R12 950,Sea Point,4 Kings Road,2,,,,,,
1370,R12 950,Camps Bay,13 Theresa Ave,1,,,,,,
1484,R12 950,Rondebosch,26 Roslyn Road,2,,,,,,
1780,R12 950,Vredehoek,36 Clifford Ave,2,,,,,,
4955,R12 950,Zonnebloem,,2,,,,,,
17,R13 000,Sea Point,,2,,,,,,
119,R13 000,Woodstock,187 Sir Lowry,2,,,,,,
125,R13 000,Mouille Point,,1,,,,,,
153,R13 000,De Waterkant,,1,,,,,,
159,R13 000,De Waterkant,,1,,,,,,
248,R13 000,Sea Point,"405 Trafalgar Place, Regent Road",2,,,,,,
260,R13 000,Mouille Point,109 Beach Road,1,,,,,,
262,R13 000,Mouille Point,,1,,,,,,
422,R13 000,Rosebank,"Flat 7, 2 Ryan Rd, Rosebank, Cape Town",3,,,,,,
501,R13 000,Cape Town City Centre,,3,,,,,,
502,R13 000,Mouille Point,"Fortuna, 109 Beach Road",1,,,,,,
581,R13 000,Newlands,3 Letterstedt Road,2,,,,,,
621,R13 000,De Waterkant,,1,,,,,,
661,R13 000,Cape Town City Centre,"106 Adderley St, Cape Town City Centre, Cape Town, 8000, South Africa",3,,,,,,
679,R13 000,Tamboerskloof,,1,,,,,,
693,R13 000,De Waterkant,87 Somerset Road,2,,,,,,
694,R13 000,Mouille Point,,1,,,,,,
701,R13 000,Sea Point,,1,,,,,,
711,R13 000,Woodstock,85 Albert Road,2,,,,,,
725,R13 000,Cape Town City Centre,16 On Bree,1,,,,,,
731,R13 000,Tamboerskloof,,1,,,,,,
742,R13 000,Newlands,"14 Monterey Place, Newlands, 135 Campground Rd",2,,,,,,
756,R13 000,Cape Town City Centre,,1,,,,,,
758,R13 000,Vredehoek,,2,,,,,,
777,R13 000,Observatory,,2,,,,,,
893,R13 000,Sea Point,,1,,,,,,
923,R13 000,Cape Town City Centre,54 Keerom St,1,,,,,,
942,R13 000,Vredehoek,42 Yeoville Rd,2,,,,,,
946,R13 000,Camps Bay,"15 Totness Ave, No 2 Totness Place",1,,,,,,
961,R13 000,Foreshore,,1,,,,,,
982,R13 000,Camps Bay,,1,,,,,,
1076,R13 000,Woodstock,,2,,,,,,
1119,R13 000,De Waterkant,,1,,,,,,
1155,R13 000,Green Point,,1,,,,,,
1245,R13 000,Kenilworth Upper,,2,,,,,,
1269,R13 000,Cape Town City Centre,,1,,,,,,
1274,R13 000,Rondebosch,,3,,,,,,
1323,R13 000,Gardens,173 Kloof Street,2,,,,,,
1332,R13 000,Green Point,,1,,,,,,
1390,R13 000,Green Point,,2,,,,,,
1393,R13 000,Green Point,,2,,,,,,
1398,R13 000,Claremont Upper,,2,,,,,,
1438,R13 000,Tamboerskloof,14 Queens Rd,1,,,,,,
1516,R13 000,Sea Point,,2,,,,,,
1545,R13 000,Diep River,21 Annandale Road,2,,,,,,
1546,R13 000,Foreshore,,1,,,,,,
1577,R13 000,Woodstock,,2,,,,,,
1597,R13 000,De Waterkant,,1,,,,,,
1638,R13 000,Gardens,,1,,,,,,
1640,R13 000,Gardens,,1,,,,,,
1645,R13 000,Claremont Upper,225 Main Road,3,,,,,,
1650,R13 000,Claremont Upper,225 Main Road,3,,,,,,
1652,R13 000,Oranjezicht,,2,,,,,,
1690,R13 000,Cape Town City Centre,67 Long Street,2,,,,,,
1704,R13 000,Zonnebloem,,2,,,,,,
1768,R13 000,Gardens,,1,,,,,,
1828,R13 000,Green Point,,2,,,,,,
1844,R13 000,Foreshore,,1,,,,,,
1868,R13 000,De Waterkant,,1,,,,,,
1880,R13 000,De Waterkant,,1,,,,,,
1904,R13 000,Cape Town City Centre,,1,,,,,,
1953,R13 000,Claremont Upper,53 Main Road,2,,,,,,
1988,R13 000,Sea Point,,1,,,,,,
2027,R13 000,De Waterkant,,2,,,,,,
2079,R13 000,Sea Point,67 Regent Road,3,,,,,,
2085,R13 000,Cape Town City Centre,67 Long Street,2,,,,,,
2112,R13 000,Zonnebloem,,2,,,,,,
2134,R13 000,Zonnebloem,45 Chapel Street,2,,,,,,
2154,R13 000,Vredehoek,,2,,,,,,
2299,R13 000,Woodstock,2 Ravenscraig Rd,2,,,,,,
2311,R13 000,Gardens,,2,,,,,,
2358,R13 000,Rondebosch,"20 Squires Gate, Dulwich Road",2,,,,,,
2376,R13 000,Claremont,A307 The Claremont Main Road,2,,,,,,
2390,R13 000,Camps Bay,13 Ingleside Rd,1,,,,,,
2406,R13 000,Cape Town City Centre,,2,,,,,,
2520,R13 000,Cape Town City Centre,,1,,,,,,
2529,R13 000,Cape Town City Centre,,2,,,,,,
2599,R13 000,Sea Point,305a Main Road,2,,,,,,
2603,R13 000,Rondebosch,55 Albion Road,1,,,,,,
2604,R13 000,Sea Point,,2,,,,,,
2617,R13 000,Kenilworth Upper,82 Harfield Road,2,,,,,,
2669,R13 000,Zonnebloem,,2,,,,,,
2698,R13 000,Claremont,,2,,,,,,
2709,R13 000,Cape Town City Centre,,1,,,,,,
2750,R13 000,Woodstock,,2,,,,,,
2790,R13 000,Mouille Point,,,,,,,,
2841,R13 000,Kenilworth,82 Harfield Road,2,,,,,,
2847,R13 000,Gardens,5 Roodehek Str,1,,,,,,
2882,R13 000,Green Point,,0.5,,,,,,
2899,R13 000,De Waterkant,,2,,,,,,
2902,R13 000,De Waterkant,,1,,,,,,
2919,R13 000,Mouille Point,"102 Marine View, 167 Beach Road",2,,,,,,
2924,R13 000,Rondebosch,"22 Woodlands, 5 Highstead Road, Rondebosch",2,,,,,,
2987,R13 000,Sea Point,,1,,,,,,
3006,R13 000,Foreshore,,1,,,,,,
3021,R13 000,Gardens,,1,,,,,,
3047,R13 000,Green Point,,0.5,,,,,,
3096,R13 000,Sea Point,,2,,,,,,
3103,R13 000,Sea Point,130 Ocean View Drive,1,,,,,,
3127,R13 000,Cape Town City Centre,,1,,,,,,
3148,R13 000,Mouille Point,,1,,,,,,
3172,R13 000,Newlands,65 Dean Street,3,,,,,,
3217,R13 000,Cape Town City Centre,,1,,,,,,
3218,R13 000,Claremont Upper,,2,,,,,,
3227,R13 000,Claremont Upper,,2,,,,,,
3251,R13 000,Mouille Point,,1,,,,,,
3355,R13 000,Sea Point,26 Hall Road,2,,,,,,
3392,R13 000,Cape Town City Centre,67 Long Street,2,,,,,,
3450,R13 000,Green Point,,2,,,,,,
3594,R13 000,Fresnaye,,3,,,,,,
3631,R13 000,Foreshore,,1,,,,,,
3675,R13 000,Sea Point,,2,,,,,,
3685,R13 000,Sea Point,,2,,,,,,
3718,R13 000,Constantia,,1,,,,,,
3787,R13 000,Rosebank,,2,,,,,,
3844,R13 000,Sea Point,,3,,,,,,
3908,R13 000,Claremont,,2,,,,,,
3923,R13 000,Sea Point,,2,,,,,,
3932,R13 000,Oranjezicht,,2,,,,,,
3956,R13 000,Walmer Estate,39 Coronation Road,2,,,,,,
3962,R13 000,De Waterkant,,1,,,,,,
3982,R13 000,De Waterkant,,1,,,,,,
4067,R13 000,Claremont Upper,,2,,,,,,
4139,R13 000,Sea Point,,3,,,,,,
4193,R13 000,Sea Point,,2,,,,,,
4195,R13 000,Sea Point,,2,,,,,,
4246,R13 000,Gardens,,2,,,,,,
4257,R13 000,De Waterkant,,1,,,,,,
4402,R13 000,Mouille Point,,2,,,,,,
4421,R13 000,Sea Point,,2,,,,,,
4483,R13 000,Cape Town City Centre,,1,,,,,,
4499,R13 000,Mouille Point,37 Beach Road,1,,,,,,
4565,R13 000,Cape Town City Centre,,2,,,,,,
4573,R13 000,Diep River,,2,,,,,,
4606,R13 000,Woodstock,,,,,,,,
4613,R13 000,Woodstock,,,,,,,,
4614,R13 000,Cape Town City Centre,,0.5,,,,,,
4682,R13 000,Cape Town City Centre,,2,,,,,,
4696,R13 000,Cape Town City Centre,,1,,,,,,
4711,R13 000,Green Point,,1,,,,,,
4716,R13 000,Green Point,,1,,,,,,
4773,R13 000,Cape Town City Centre,,1,,,,,,
4874,R13 000,Woodstock,,2,,,,,,
4875,R13 000,Diep River,,2,,,,,,
4879,R13 000,Cape Town City Centre,"405 Green Market Place, 54 Short Market Street",1,,,,,,
4880,R13 000,Woodstock,,2,,,,,,
4898,R13 000,Cape Town City Centre,,1,,,,,,
4941,R13 000,Diep River,,2,,,,,,
4959,R13 000,Observatory,,2,,,,,,
4963,R13 000,Cape Town City Centre,,1,,,,,,
5059,R13 000,Observatory,,1,,,,,,
5085,R13 000,Cape Town City Centre,,2,,,,,,
5133,R13 000,De Waterkant,,1,,,,,,
3152,R13 040,Gardens,,2,,,,,,
333,R13 200,Cape Town City Centre,106 Adderley St,3,,,,,,
4564,R13 200,Oranjezicht,,2,,,,,,
1736,R13 400,Sea Point,4 Alexander Road,1,,,,,,
2194,R13 400,Rondebosch,,2,,,,,,
4452,R13 400,Gardens,,2,,,,,,
4470,R13 400,Gardens,,2,,,,,,
746,R13 450,Gardens,18 De Lorentz Street,2,,,,,,
1164,R13 450,Mouille Point,,2,,,,,,
4410,R13 450,Sea Point,,2,,,,,,
218,R13 500,Green Point,,2,,,,,,
226,R13 500,Gardens,120 Kloof Street,2,,,,,,
245,R13 500,Sea Point,,2,,,,,,
249,R13 500,Gardens,,2.5,,,,,,
259,R13 500,Rondebosch,,3,,,,,,
266,R13 500,De Waterkant,,2,,,,,,
268,R13 500,Oranjezicht,,2,,,,,,
276,R13 500,Observatory,6 Trill Road,2,,,,,,
299,R13 500,Sea Point,222b High Level Rd,2,,,,,,
350,R13 500,Mouille Point,43 Beach Rd,1,,,,,,
373,R13 500,Sea Point,,2,,,,,,
376,R13 500,Woodstock,,2,,,,,,
386,R13 500,Mouille Point,104 Fortuna 109 Beach Road Mouille Point,1,,,,,,
387,R13 500,Mouille Point,104 Fortuna 109 Beach Road Mouille Point,1,,,,,,
415,R13 500,Cape Town City Centre,,2,,,,,,
453,R13 500,Sea Point,,2,,,,,,
489,R13 500,Gardens,,2,,,,,,
506,R13 500,Foreshore,,1,,,,,,
551,R13 500,Green Point,,2,,,,,,
563,R13 500,Cape Town City Centre,,2,,,,,,
643,R13 500,Newlands,3 Letterstedt Road,2,,,,,,
648,R13 500,Wynberg Upper,22 Mortimer Road,2,,,,,,
655,R13 500,Rondebosch,,3,,,,,,
675,R13 500,Green Point,,1,,,,,,
683,R13 500,Tokai,,3,,,,,,
704,R13 500,Cape Town City Centre,,,,,,,,
740,R13 500,Cape Town City Centre,,1,,,,,,
776,R13 500,Gardens,,2.5,,,,,,
789,R13 500,Oranjezicht,1 Breda St,2,,,,,,
797,R13 500,Gardens,Mill Street and St. Quinton Road,2,,,,,,
804,R13 500,Cape Town City Centre,54 Shortmarket Street,1,,,,,,
805,R13 500,Cape Town City Centre,54 Shortmarket Street,1,,,,,,
811,R13 500,Bakoven,,1,,,,,,
824,R13 500,Oranjezicht,12 Mill Street,2,,,,,,
866,R13 500,Woodstock,187 Sir Lowry Road,,,,,,,
891,R13 500,Cape Town City Centre,,1,,,,,,
924,R13 500,Fresnaye,,2,,,,,,
933,R13 500,Mouille Point,,1,,,,,,
971,R13 500,Gardens,,2,,,,,,
1039,R13 500,Sea Point,,2,,,,,,
1054,R13 500,Pinelands,,,,,,,,
1075,R13 500,Woodstock,242 Sir Lowry Avenue,2,,,,,,
1128,R13 500,Vredehoek,35 Chelmsford Road,2,,,,,,
1244,R13 500,Sea Point,,2,,,,,,
1248,R13 500,Sea Point,,2,,,,,,
1253,R13 500,Waterfront,,1,,,,,,
1295,R13 500,Vredehoek,,2,,,,,,
1315,R13 500,Cape Town City Centre,,1,,,,,,
1327,R13 500,Sea Point,,2,,,,,,
1330,R13 500,Camps Bay,,0.5,,,,,,
1334,R13 500,Diep River,,2,,,,,,
1335,R13 500,Diep River,,2,,,,,,
1343,R13 500,Mouille Point,,1,,,,,,
1381,R13 500,Cape Town City Centre,,2,,,,,,
1430,R13 500,Oranjezicht,,2,,,,,,
1478,R13 500,Cape Town City Centre,112 Buitengracht,2,,,,,,
1497,R13 500,Gardens,,2,,,,,,
1543,R13 500,Woodstock,187 Sir Lowry Road,2,,,,,,
1573,R13 500,Cape Town City Centre,,1,,,,,,
1658,R13 500,Green Point,,3,,,,,,
1748,R13 500,Gardens,,1,,,,,,
1831,R13 500,Mouille Point,33 Beach Road,1,,,,,,
1983,R13 500,Green Point,,2,,,,,,
2050,R13 500,Rondebosch,55 Albion Road,3,,,,,,
2115,R13 500,Oranjezicht,,2,,,,,,
2161,R13 500,Cape Town City Centre,,2,,,,,,
2174,R13 500,Green Point,416 The Quarter 8 De Smit St,1,,,,,,
2181,R13 500,Gardens,,2,,,,,,
2182,R13 500,Gardens,,2,,,,,,
2313,R13 500,Cape Town City Centre,28 Adderley,2,,,,,,
2359,R13 500,Oranjezicht,,2,,,,,,
2399,R13 500,Three Anchor Bay,,1,,,,,,
2416,R13 500,Mouille Point,101 Beach Rd,1,,,,,,
2425,R13 500,Claremont,,2,,,,,,
2447,R13 500,Gardens,,2,,,,,,
2508,R13 500,Rondebosch,,3,,,,,,
2514,R13 500,Fresnaye,,2,,,,,,
2543,R13 500,Gardens,,2,,,,,,
2624,R13 500,Gardens,,2,,,,,,
2752,R13 500,Vredehoek,,2,,,,,,
2820,R13 500,Mouille Point,,1,,,,,,
2971,R13 500,Sea Point,,2,,,,,,
2986,R13 500,Cape Town City Centre,,1,,,,,,
3051,R13 500,Sea Point,21 Tramway Road Sea Point,1,,,,,,
3191,R13 500,Sea Point,,1,,,,,,
3201,R13 500,Sea Point,,2,,,,,,
3214,R13 500,Sea Point,,2,,,,,,
3257,R13 500,Gardens,,3,,,,,,
3273,R13 500,Diep River,101 Eaton Square 198 Main Road,2,,,,,,
3286,R13 500,Mouille Point,,,,,,,,
3298,R13 500,Oranjezicht,13 Sutton Place 12 Vriende Street,2,,,,,,
3398,R13 500,Green Point,9a Upper Portswood Rd,2,,,,,,
3500,R13 500,Cape Town City Centre,,2,,,,,,
3572,R13 500,De Waterkant,34 Prestwich Street,2,,,,,,
3575,R13 500,Tamboerskloof,120 Kloof St,2,,,,,,
3596,R13 500,Sea Point,"703 Mount Curtis, 307 Main Road",2,,,,,,
3714,R13 500,Sea Point,,3,,,,,,
3737,R13 500,Claremont,"25 The Quadrant, Wilderness Road",2,,,,,,
3825,R13 500,Three Anchor Bay,,2,,,,,,
3840,R13 500,Cape Town City Centre,3 Hans Strijdom Avenue,2,,,,,,
3845,R13 500,Foreshore,,1,,,,,,
3921,R13 500,Sea Point,,2,,,,,,
4149,R13 500,Rondebosch,,3,,,,,,
4180,R13 500,Cape Town City Centre,,1,,,,,,
4186,R13 500,Cape Town City Centre,252 Roggebaai,1,,,,,,
4191,R13 500,Sea Point,,2,,,,,,
4207,R13 500,Mouille Point,,0.5,,,,,,
4214,R13 500,Rondebosch,,3,,,,,,
4218,R13 500,Rondebosch,,3,,,,,,
4232,R13 500,Wynberg Upper,,2,,,,,,
4276,R13 500,Cape Town City Centre,,1,,,,,,
4353,R13 500,Tamboerskloof,,2,,,,,,
4405,R13 500,Green Point,,,,,,,,
4477,R13 500,Sea Point,,1,,,,,,
4478,R13 500,Sea Point,,1,,,,,,
4479,R13 500,Walmer Estate,39 Coronation Road,2,,,,,,
4703,R13 500,Sea Point,,2,,,,,,
4800,R13 500,Diep River,,2,,,,,,
4835,R13 500,Sea Point,,2,,,,,,
4870,R13 500,Llandudno,,1,,,,,,
4877,R13 500,Observatory,,2,,,,,,
4889,R13 500,Rosebank,5 Hope Road,3,,,,,,
4921,R13 500,Fresnaye,,1,,,,,,
4998,R13 500,Green Point,,3,,,,,,
5041,R13 500,Diep River,,2,,,,,,
5056,R13 500,Diep River,,2,,,,,,
5075,R13 500,Gardens,,2,,,,,,
4093,R13 550,Cape Town City Centre,,1,,,,,,
902,R13 750,Claremont Upper,40 Upper Grove Avenue,2,,,,,,
2533,R13 750,Claremont Upper,40 Grove Avenue,2,,,,,,
1249,R13 800,Camps Bay,51a Central Drive,1,,,,,,
3493,R13 800,Sea Point,,2,,,,,,
2081,R13 850,Tamboerskloof,Erf293 Brunswick Rd,2,,,,,,
400,R13 900,Cape Town City Centre,37 Buitenkant Street,2,,,,,,
1467,R13 900,Green Point,33 High Level Rd,2,,,,,,
4291,R13 900,Vredehoek,5 Escombe Road,2,,,,,,
4537,R13 900,Rondebosch,,3,,,,,,
4585,R13 900,Green Point,,1,,,,,,
4590,R13 900,Green Point,,1,,,,,,
814,R13 940,Observatory,,2,,,,,,
2068,R13 950,Pinelands,,3,,,,,,
2071,R13 950,Pinelands,,3,,,,,,
2243,R13 950,Pinelands,,3,,,,,,
2256,R13 950,Pinelands,65 Serpentine Road,3,,,,,,
3121,R13 950,Pinelands,,3,,,,,,
3599,R13 950,Pinelands,,3,,,,,,
631,R13 980,Rondebosch,"14 Dulwich Green, 2 Boundary Road, Rondebosch",3,,,,,,
3618,R13 980,Rondebosch,2 Boundary Road,3,,,,,,
3622,R13 980,Rondebosch,2 Boundary Road,3,,,,,,
647,R13 995,Newlands,135 Campground Rd,2,,,,,,
40,R14 000,Sea Point,275 Beach Road,2,,,,,,
49,R14 000,Woodstock,113 Balfour Road,2,,,,,,
52,R14 000,Cape Town City Centre,16 Bree Street,2,,,,,,
79,R14 000,Sea Point,"8 Marais Mansions, 13 Marais Road",2,,,,,,
95,R14 000,Cape Town City Centre,,1,,,,,,
98,R14 000,Claremont Upper,12 Brooke Street,2,,,,,,
134,R14 000,Sea Point,2 Holmfirth Rd,2,,,,,,
138,R14 000,Gardens,,2,,,,,,
201,R14 000,Sea Point,313 Beach Rd,1,,,,,,
214,R14 000,Gardens,,2,,,,,,
217,R14 000,De Waterkant,70 Prestwich St,1,,,,,,
224,R14 000,Cape Town City Centre,,1,,,,,,
272,R14 000,Green Point,27 Main Road,1,,,,,,
370,R14 000,Rondebosch,173 Main Rd,3,,,,,,
397,R14 000,Sea Point,Norfolk Rd Sea Point,2,,,,,,
403,R14 000,Mouille Point,,1,,,,,,
421,R14 000,Mouille Point,41 Beach Road,1,,,,,,
429,R14 000,Sea Point,,1,,,,,,
432,R14 000,Claremont,53 Main Road,3,,,,,,
442,R14 000,Rondebosch,,3,,,,,,
454,R14 000,Observatory,423 Main Road,2,,,,,,
483,R14 000,Sea Point,,2,,,,,,
500,R14 000,Sea Point,,2,,,,,,
523,R14 000,Green Point,,2,,,,,,
545,R14 000,Sea Point,,2,,,,,,
632,R14 000,Cape Town City Centre,Cnr Heerengracht & Walter Sisulu Street,0.5,,,,,,
640,R14 000,Cape Town City Centre,Cnr Heerengracht & Walter Sisulu Street,0.5,,,,,,
651,R14 000,Sea Point,,2,,,,,,
851,R14 000,Green Point,,2,,,,,,
852,R14 000,Green Point,,2,,,,,,
855,R14 000,De Waterkant,,1,,,,,,
856,R14 000,De Waterkant,,1,,,,,,
968,R14 000,Green Point,39 High Level Road,2,,,,,,
975,R14 000,Woodstock,,2,,,,,,
1011,R14 000,Woodstock,,2,,,,,,
1013,R14 000,Woodstock,,2,,,,,,
1065,R14 000,Rondebosch,Erf47473 Arbor Rd,3,,,,,,
1113,R14 000,Observatory,"Madison Place, 12 Trill Road",1,,,,,,
1123,R14 000,Observatory,"Madison Place, 12 Trill Road",1,,,,,,
1151,R14 000,Cape Town City Centre,24 Hans Strijdom Avenue,1,,,,,,
1324,R14 000,Cape Town City Centre,,2,,,,,,
1353,R14 000,Oranjezicht,,3,,,,,,
1362,R14 000,Oranjezicht,,3,,,,,,
1396,R14 000,Green Point,5 Wessels Road,2,,,,,,
1452,R14 000,Kenilworth Upper,,2,,,,,,
1460,R14 000,Mouille Point,,1,,,,,,
1463,R14 000,Kalk Bay,76 Main Rd Kalk Bay,2,,,,,,
1468,R14 000,Sea Point,,2,,,,,,
1511,R14 000,Green Point,,3,,,,,,
1524,R14 000,Claremont Upper,4 Church St,2,,,,,,
1531,R14 000,Bantry Bay,313 Beach Road,1,,,,,,
1622,R14 000,Green Point,,1,,,,,,
1741,R14 000,Rosebank,,2,,,,,,
1772,R14 000,Mouille Point,,1,,,,,,
1867,R14 000,Three Anchor Bay,,2,,,,,,
1875,R14 000,Gardens,,2,,,,,,
1878,R14 000,Cape Town City Centre,Bree Street,1,,,,,,
1897,R14 000,Gardens,,2,,,,,,
1912,R14 000,Sea Point,,2,,,,,,
2016,R14 000,Bantry Bay,"15 Craigrownie Road, Bantry Bay, Cape Town, South Africa",2,,,,,,
2030,R14 000,Bantry Bay,"15 Craigrownie Road, Bantry Bay, Cape Town, South Africa",2,,,,,,
2067,R14 000,Claremont,,3,,,,,,
2152,R14 000,Mouille Point,,1,,,,,,
2231,R14 000,Sea Point,21 Church Rd,1,,,,,,
2241,R14 000,Cape Town City Centre,,2,,,,,,
2246,R14 000,Gardens,27 Breda Street,2,,,,,,
2255,R14 000,Woodstock,,2,,,,,,
2258,R14 000,Cape Town City Centre,,2,,,,,,
2271,R14 000,Cape Town City Centre,,1,,,,,,
2326,R14 000,Claremont Upper,,1,,,,,,
2360,R14 000,Sea Point,1 Kei Apple Grove,2,,,,,,
2485,R14 000,Mouille Point,,1,,,,,,
2526,R14 000,Gardens,40 Wesley Street,2,,,,,,
2590,R14 000,Cape Town City Centre,,1,,,,,,
2650,R14 000,Mouille Point,41 Beach Road,1,,,,,,
2693,R14 000,Mouille Point,,1,,,,,,
2884,R14 000,Mouille Point,"40 Beach Road, Mouille Point",1,,,,,,
2897,R14 000,Green Point,"35 Prestwich Street, Dewaterkant",2,,,,,,
2964,R14 000,Gardens,Gardens,1,,,,,,
3067,R14 000,Mouille Point,1 Edward Court Beach Road Mouille Point,1,,,,,,
3183,R14 000,Newlands,,3,,,,,,
3186,R14 000,Newlands,,3,,,,,,
3210,R14 000,De Waterkant,,2,,,,,,
3457,R14 000,Oranjezicht,,3,,,,,,
3487,R14 000,Sea Point,19 Marais Road,2,,,,,,
3644,R14 000,Green Point,65 Main Road,2,,,,,,
3703,R14 000,Sea Point,263a High Level Road,2,,,,,,
3715,R14 000,Sea Point,,2,,,,,,
3731,R14 000,Claremont,25 Wilderness Road,2,,,,,,
3743,R14 000,Sea Point,,1,,,,,,
3925,R14 000,Bantry Bay,,2,,,,,,
3945,R14 000,Bantry Bay,,3,,,,,,
3957,R14 000,Walmer Estate,39 Coronation Road,2,,,,,,
3992,R14 000,Mouille Point,,1,,,,,,
3993,R14 000,Foreshore,,2,,,,,,
3996,R14 000,Foreshore,,2,,,,,,
4031,R14 000,Cape Town City Centre,,1,,,,,,
4058,R14 000,Mouille Point,,1,,,,,,
4123,R14 000,Mouille Point,,1,,,,,,
4130,R14 000,Mouille Point,,1,,,,,,
4230,R14 000,Mouille Point,,1,,,,,,
4313,R14 000,Sea Point,,2,,,,,,
4372,R14 000,Mouille Point,,1,,,,,,
4375,R14 000,Cape Town City Centre,,1,,,,,,
4395,R14 000,Cape Town City Centre,91 Pepper Club 22 Bloem Street Cape Town,2,,,,,,
4447,R14 000,De Waterkant,,1,,,,,,
4534,R14 000,Oranjezicht,22 Hiddingh Avenue,1,,,,,,
4566,R14 000,Cape Town City Centre,,1,,,,,,
4598,R14 000,Cape Town City Centre,,2,,,,,,
4611,R14 000,Gardens,,2,,,,,,
4628,R14 000,Green Point,45 Main Road Green Point,1,,,,,,
4652,R14 000,Cape Town City Centre,,2,,,,,,
4693,R14 000,Mouille Point,,1,,,,,,
4706,R14 000,Cape Town City Centre,,2,,,,,,
4730,R14 000,Camps Bay,,0.5,,,,,,
4808,R14 000,Sea Point,,2,,,,,,
4859,R14 000,Camps Bay,,1,,,,,,
4862,R14 000,Cape Town City Centre,66 Keerom Street,1,,,,,,
4868,R14 000,Cape Town City Centre,66 Keerom Street,1,,,,,,
4908,R14 000,Claremont,25 Wilderness Road,2,,,,,,
4969,R14 000,Green Point,,1,,,,,,
5017,R14 000,Sea Point,,1,,,,,,
5087,R14 000,Sea Point,,1,,,,,,
5111,R14 000,Sea Point,,2,,,,,,
5114,R14 000,Sea Point,,2,,,,,,
4777,R14 250,Tamboerskloof,,2,,,,,,
32,R14 300,St James,54 St. James Main Road,2,,,,,,
278,R14 300,St James,Za St James,2,,,,,,
440,R14 450,Rondebosch,"143 Main Road, Rondebosch, Cape Town",3,,,,,,
443,R14 450,Rondebosch,"143 Main Road, Rondebosch, Cape Town",3,,,,,,
4188,R14 450,Claremont,,3,,,,,,
127,R14 500,Camps Bay,1 Horak Avenue,2,,,,,,
216,R14 500,Vredehoek,36 Chelmsford Rd,2,,,,,,
349,R14 500,Green Point,39 High Level Rd,2,,,,,,
495,R14 500,Mouille Point,"7 Fairways, 3 Beach Road",2,,,,,,
719,R14 500,Rosebank,8 Chapel Road,3,,,,,,
787,R14 500,Sea Point,,2,,,,,,
810,R14 500,Bakoven,,1,,,,,,
901,R14 500,Cape Town City Centre,1 St Georges Mall / Fountain Suites - Fountains Hotel,2,,,,,,
1050,R14 500,Walmer Estate,,2,,,,,,
